ID,TIMESTAMP,STARTING_LATITUDE,STARTING_LONGITUDE,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,VEHICLE_TYPE,TOTAL_LUGGAGE_WEIGHT,WAIT_TIME,TRAFFIC_STUCK_TIME,DISTANCE,FARE
165,2015-05-10 08:17:10,22.514474,88.37677,22.665825,88.376184,ac bus,,,14,43,44.58
171,2015-04-10 07:15:14,13.085943,77.706965,12.956721,77.651822,Ac Bus,,,46,29,43.83
176,2015-04-11 05:25:28,19.056286,72.837758,19.019129,72.836134,AC Bus,,,1,26,63.03
178,2015-12-18 13:19:55,,,,,AC bus,,,7,11,66.67
181,2016-05-11 23:49:25,19.058896,72.862271,19.189994,72.86227,Ac Bus,,,18,35,75.75
184,2015-03-08 02:47:12,25.273796,82.98025,25.313375,83.013286,AC Bus,,,12,10,63.07
191,2016-09-16 11:45:27,22.51332,88.433067,22.668779,88.444025,AC bus,,,34,36,58.38
192,2015-03-07 21:26:45,22.622518,88.40388,22.730565,88.394999,AC bus,,,20,14,47.13
200,2015-07-21 14:41:07,13.086597,77.569734,12.968139,77.607517,ac bus,,,5,34,47.78
213,2016-07-24 21:05:12,25.355068,82.987532,25.359108,82.995745,ac bus,,,15,22,100.8
217,2016-04-10 21:40:19,25.278453,82.970022,25.327649,83.001865,ac bus,,,51,37,97.79
235,2015-06-05 06:28:21,19.040328,72.870717,19.075941,72.86986,AC bus,,,15,10,49.56
238,2016-07-10 07:34:12,19.031802,72.851026,19.087416,72.859567,ac bus,,,8,14,61.17
261,2016-02-25 08:59:22,19.05496,72.858107,19.021905,72.875918,AC bus,,,8,6,40.34
264,2016-10-12 16:14:22,25.272844,83.015116,25.388248,82.962807,AC Bus,,,13,48,80.38
265,2016-07-28 17:17:22,19.240412,72.881723,19.129972,72.873536,Ac Bus,,,18,41,57.64
284,2015-11-07 15:20:24,19.044971,72.849735,19.144668,72.877977,Ac Bus,,,10,35,76.7
292,2016-09-09 11:59:22,12.933254,80.25908,13.014787,80.202876,ac bus,,,20,16,40.03
297,2015-01-07 13:02:31,,,12.851865,77.486611,AC Bus,,,8,35,49.02
307,2016-04-04 23:18:53,22.584749,88.382573,22.729927,88.423952,AC Bus,,,48,33,56.14
313,2016-03-07 06:41:24,,,,,ac bus,,,25,33,55.4
325,2015-11-09 10:27:45,13.122485,80.197681,13.070708,80.219101,AC Bus,,,10,10,30.81
328,2016-03-15 22:57:52,22.580857,88.383156,22.670033,88.39076,Ac Bus,,,7,14,47.15
330,2016-04-21 01:43:11,28.697426,77.030239,28.672166,76.990432,AC bus,,,3,20,97.65
332,2016-09-01 06:53:37,12.952933,80.188187,13.064511,80.242887,AC bus,,,0,37,48.19
336,2015-05-27 15:44:29,25.264168,82.968533,25.380096,82.972162,AC Bus,,,13,23,74.5
343,2016-10-16 21:33:06,28.681982,76.991262,28.725544,77.064136,Ac Bus,,,40,21,99.56
353,2015-06-21 06:05:37,25.285536,83.01739,25.322158,82.98562,AC Bus,,,39,24,75.65
360,2016-06-03 02:42:31,22.508344,88.394319,22.608551,88.439889,Ac Bus,,,40,36,57.93
368,2015-06-06 12:29:59,19.128469,72.838464,19.15872,72.860408,Ac Bus,,,2,10,50.22
372,2015-06-02 01:56:20,19.134127,72.83759,19.240945,72.841244,AC Bus,,,46,28,67.36
378,2016-07-02 11:14:56,25.285562,83.015093,25.387243,83.023092,Ac Bus,,,21,16,83.69
381,2015-11-02 12:37:30,22.506262,88.429093,22.734525,88.44051,ac bus,,,10,34,57.64
395,2015-03-19 20:56:42,13.1808,80.230969,13.054462,80.146358,ac bus,,,13,38,49.26
399,2016-12-25 15:13:58,13.143037,80.234851,13.177239,80.188722,AC bus,,,23,34,46.11
400,2016-05-07 16:42:48,25.334652,83.013692,25.288612,82.989548,AC bus,,,41,22,101.51
412,2015-02-21 21:48:11,25.345639,82.994023,25.298607,82.991149,ac bus,,,26,40,73.09
418,2016-01-23 21:38:59,13.041237,80.198385,13.165539,80.17686,AC Bus,,,28,42,36.29
426,2016-03-01 06:41:05,12.930375,77.471023,12.846046,77.707891,Ac Bus,,,57,41,38.01
431,2016-12-27 18:27:45,,,28.747946,77.208499,Ac Bus,,,44,32,90.44
439,2016-09-09 07:35:29,22.493375,88.397724,22.539382,88.401828,ac bus,,,77,46,47.83
478,2016-06-23 01:59:02,28.742803,77.175838,28.591079,77.004066,Ac Bus,,,86,45,77.98
481,2015-05-13 22:39:52,22.71685,88.380328,22.611575,88.446461,ac bus,,,44,26,47.64
495,2015-03-23 22:24:46,22.514269,88.419529,22.617055,88.402176,ac bus,,,18,40,42.39
499,2016-06-01 06:53:17,,,19.167147,72.864897,AC Bus,,,72,40,57.69
506,2015-10-13 10:57:35,12.864005,77.613724,13.019917,77.678351,Ac Bus,,,17,38,51.15
522,2016-05-03 21:34:21,13.185904,80.133277,13.093057,80.204745,AC Bus,,,15,44,35.75
528,2015-02-25 01:20:41,25.326861,82.979462,25.360544,83.007966,ac bus,,,9,29,85.27
534,2016-09-25 17:59:38,12.94593,77.584829,12.90852,77.516957,Ac Bus,,,3,15,40.86
536,2015-06-20 11:49:52,22.64555,88.428816,22.718407,88.407466,ac bus,,,34,42,45.27
537,2015-11-14 21:03:38,19.113648,72.859812,19.237164,72.869961,ac bus,,,3,39,81.13
549,2016-02-25 09:54:21,28.629312,77.214418,28.754779,76.96501,ac bus,,,24,36,98.66
551,2015-12-01 19:42:43,12.935373,80.139479,13.112605,80.178015,ac bus,,,41,40,35.33
553,2016-02-28 12:15:45,,,28.579083,77.000067,ac bus,,,81,44,76.32
561,2016-08-09 06:33:15,22.712934,88.428264,22.66744,88.44029,AC Bus,,,28,29,51.52
572,2016-03-21 09:31:02,22.595847,88.45161,22.679538,88.379665,AC bus,,,45,24,45.51
583,2016-11-09 07:54:13,22.726113,88.418383,22.530772,88.400031,Ac Bus,,,1,38,60.66
587,2016-07-16 19:43:14,19.03595,72.857102,19.036479,72.875431,AC bus,,,31,17,68.24
600,2016-09-18 19:54:44,13.061949,77.510319,12.903808,77.524891,AC Bus,,,25,20,49.84
633,2016-06-10 13:17:42,,,,,Ac Bus,,,1,10,38
635,2015-11-04 00:58:55,13.096591,77.632304,12.89972,77.523962,AC bus,,,36,35,47.86
641,2015-03-08 17:38:35,19.097349,72.852658,19.141349,72.851933,ac bus,,,21,23,57.63
650,2015-02-15 14:31:45,,,,,AC Bus,,,49,31,45.16
651,2015-10-18 15:07:47,28.766124,77.165269,28.768159,77.195146,AC Bus,,,60,39,102.86
653,2016-01-01 21:34:44,22.652151,88.443288,22.550633,88.424234,Ac Bus,,,14,23,44.34
658,2016-07-24 18:10:56,28.766342,77.151773,28.728925,77.170358,AC bus,,,18,35,94.49
671,2015-10-15 08:46:05,25.384609,83.022004,25.34007,83.006065,Ac Bus,,,66,46,1572
679,2016-08-27 04:33:54,,,,,Ac Bus,,,56,36,98
682,2016-08-10 10:28:50,12.869063,77.590417,12.859743,77.54129,Ac Bus,,,21,39,52.25
687,2016-11-01 06:01:53,12.939444,77.583175,12.896139,77.530706,AC Bus,,,19,24,38.22
701,2015-03-02 20:36:57,12.869169,77.466043,13.081698,77.540261,Ac Bus,,,17,36,49.95
711,2015-09-21 09:55:48,28.726254,77.151004,28.630826,77.19676,ac bus,,,27,32,91.38
722,2016-09-02 19:05:37,22.633402,88.436653,22.692547,88.444224,ac bus,,,32,44,46.49
725,2015-02-22 06:03:21,19.224197,72.877616,19.252727,72.862786,Ac Bus,,,48,30,68.21
727,2015-08-06 05:03:00,28.576264,76.969411,28.654878,77.1529,AC bus,,,33,45,79.04
753,2016-08-01 22:34:41,13.035484,77.646133,12.945584,77.707166,ac bus,,,55,47,41.06
758,2015-02-25 03:50:58,19.011738,72.878977,19.042514,72.864126,AC bus,,,9,13,59.91
777,2016-08-22 22:55:17,22.684112,88.396552,22.715063,88.445484,AC bus,,,6,9,35.82
799,2016-02-21 20:36:50,19.131064,72.865781,19.029854,72.846359,AC bus,,,3,21,80.03
812,2015-02-04 18:08:31,12.924425,80.231052,12.939784,80.208797,AC bus,,,5,6,23.47
813,2016-02-11 23:29:02,28.613612,77.17828,28.655929,77.157269,Ac Bus,,,22,15,79.48
821,2015-12-14 11:10:33,28.632701,77.039186,28.650872,77.046568,AC Bus,,,52,28,84.49
823,2016-08-17 12:54:22,12.845028,77.658024,13.014762,77.663765,Ac Bus,,,30,36,49.43
838,2016-10-18 23:47:44,,,,,AC Bus,,,24,26,37.97
843,2016-01-06 02:03:31,25.268858,83.001447,25.321321,82.986068,AC bus,,,93,48,80.49
858,2015-10-14 23:38:05,13.106152,80.22466,13.008262,80.142178,ac bus,,,15,17,40.62
861,2015-02-01 16:10:02,12.907311,80.250533,13.123171,80.195326,Ac Bus,,,69,37,46.91
876,2016-04-15 02:39:36,25.384216,82.965719,25.319902,82.985425,ac bus,,,7,10,62.62
877,2016-05-05 03:03:19,28.572316,77.120275,28.577526,76.98878,ac bus,,,4,41,72.81
878,2016-05-16 00:31:57,12.966981,80.156885,13.205256,80.140211,Ac Bus,,,38,31,42.5
882,2016-12-19 10:41:03,25.331781,83.019251,25.362183,83.016904,AC bus,,,7,9,59.02
884,2015-04-14 11:48:52,22.578766,88.440703,22.483616,88.446397,AC Bus,,,11,34,57.35
886,2015-01-21 18:58:56,25.337486,82.99921,25.34136,82.96776,Ac Bus,,,23,21,99.13
890,2016-11-12 06:28:20,22.693161,88.38453,22.624092,88.405635,ac bus,,,9,9,35.24
892,2016-01-06 20:10:47,19.083315,72.837604,19.19894,72.87683,ac bus,,,1,32,72.72
904,2015-04-14 06:53:17,25.376946,82.983458,25.380794,82.992743,AC Bus,,,33,19,94.3
913,2015-07-07 12:36:05,,,22.456289,88.392621,AC Bus,,,42,26,47.47
919,2015-01-23 09:42:09,25.333402,83.013423,25.294923,82.99359,AC Bus,,,30,36,96.86
937,2015-08-18 23:45:37,22.459633,88.391124,22.591131,88.43924,Ac Bus,,,27,22,61.24
950,2016-02-12 06:53:57,28.581779,77.046171,28.587667,77.179689,Ac Bus,,,89,48,81.64
962,2016-12-14 07:01:50,13.018095,77.582996,13.024075,77.57056,AC bus,,,10,6,25.79
983,2015-02-08 14:52:31,28.691918,77.053096,28.577256,77.151259,AC bus,,,3,30,88.68
997,2016-09-15 18:26:12,12.923489,77.708605,12.868258,77.55613,AC bus,,,30,45,38.87
1002,2015-03-17 08:20:55,13.002848,80.230363,13.01423,80.161039,Ac Bus,,,21,20,45.27
1004,2016-07-21 22:14:49,25.332328,82.984925,25.340065,82.968354,AC Bus,,,35,28,84.32
1006,2015-11-09 00:24:07,12.845065,77.681622,13.056415,77.566587,AC Bus,,,13,45,38.58
1009,2015-10-04 05:15:45,25.270032,83.02042,25.306747,82.99931,Ac Bus,,,28,39,103.81
1016,2016-10-07 08:39:34,12.863365,77.675368,12.857256,77.670406,Ac Bus,,,15,9,31.03
1033,2015-02-20 11:20:50,13.030565,77.69788,12.922045,77.678947,AC bus,,,70,38,53.18
1036,2016-05-26 05:55:28,13.005606,77.485328,13.027932,77.632137,AC Bus,,,34,41,37.94
1043,2016-02-22 22:09:10,25.331169,83.016726,25.323814,83.009993,AC Bus,,,29,48,81.97
1048,2015-03-07 22:41:48,13.003193,80.137786,12.93371,80.158677,Ac Bus,,,40,23,35.35
1049,2015-12-02 03:04:11,25.348314,82.968688,25.31915,83.005213,Ac Bus,,,32,22,101.43
1053,2015-05-12 00:53:21,12.968628,77.508703,13.045985,77.467352,Ac Bus,,,22,34,49.03
1060,2016-10-06 19:27:04,25.35899,82.966657,25.363554,83.00317,AC bus,,,40,21,99.62
1068,2016-04-07 09:33:21,12.959736,80.171732,12.945739,80.208354,AC Bus,,,4,7,25.67
1070,2016-09-15 02:29:21,19.065089,72.836401,19.210221,72.838273,Ac Bus,,,15,21,79.67
1078,2016-10-27 10:25:22,22.60506,88.426059,22.496426,88.408925,AC bus,,,17,36,58.22
1083,2015-03-14 09:30:59,13.017167,77.63454,13.012791,77.683355,Ac Bus,,,7,16,41.85
1085,2016-10-11 05:08:28,13.110611,80.166665,12.997628,80.158322,Ac Bus,,,78,41,35.23
1087,2016-10-27 19:23:20,28.598849,77.234059,28.569376,77.025376,AC Bus,,,27,32,92.07
1090,2015-03-28 12:51:19,22.473747,88.389638,22.587456,88.411399,AC Bus,,,29,30,51.77
1092,2015-11-25 19:39:41,22.649502,88.377986,22.487737,88.380752,AC bus,,,61,44,46.69
1108,2016-01-24 11:06:08,28.660503,77.201958,28.596549,77.051281,AC Bus,,,42,27,79.46
1117,2015-11-13 23:43:46,28.683642,77.009363,28.603735,77.199843,AC bus,,,75,47,78.9
1120,2015-10-24 07:23:46,19.144597,72.864127,19.102182,72.843801,AC bus,,,20,22,83.29
1122,2015-02-15 16:48:04,19.037058,72.869438,19.095448,72.884001,Ac Bus,,,45,45,62.64
1130,2016-11-03 19:43:10,28.75774,76.970299,28.62646,77.004796,Ac Bus,,,21,17,88.71
1131,2015-06-25 15:30:13,22.467392,88.43161,22.705159,88.417104,ac bus,,,50,46,48.14
1144,2016-08-08 05:21:10,25.273008,83.001884,25.341352,83.019097,AC Bus,,,35,44,76.7
1149,2015-01-24 18:13:04,12.872166,77.592819,12.84918,77.579485,AC bus,,,1,14,38.28
1152,2016-09-09 16:58:24,22.615985,88.424679,22.573152,88.447546,AC bus,,,16,22,62.58
1167,2015-09-25 23:06:06,22.737323,88.386782,22.47563,88.430333,AC Bus,,,42,36,58.25
1189,2015-03-18 03:52:44,22.46509,88.444049,22.531372,88.404584,AC Bus,,,45,34,57.87
1195,2016-06-22 20:07:23,12.926208,77.646306,13.073518,77.655527,AC Bus,,,39,36,49.96
1199,2016-01-05 04:16:00,,,,,AC Bus,,,30,38,101.78
1204,2016-08-21 14:11:00,13.121902,77.583853,13.014246,77.562431,AC Bus,,,7,48,41.95
1208,2016-08-11 09:08:41,12.961778,77.615085,13.121409,77.657742,AC Bus,,,28,43,39.27
1223,2016-11-04 22:32:23,22.622005,88.413253,22.550996,88.418004,AC bus,,,28,25,46.54
1225,2016-01-05 17:32:11,13.062531,80.208267,12.909172,80.25517,Ac Bus,,,34,37,48.66
1236,2015-05-15 15:17:37,28.715612,76.968278,28.768611,77.229433,AC Bus,,,66,45,77.67
1260,2015-05-09 22:11:13,22.736895,88.382883,22.589464,88.407013,Ac Bus,,,81,45,47.23
1270,2015-07-12 13:25:37,19.224414,72.843646,19.196853,72.865154,ac bus,,,43,35,78.24
1274,2016-06-03 21:05:31,28.748905,77.11969,28.661325,77.202311,ac bus,,,16,30,88.25
1275,2015-01-13 16:45:07,13.136479,80.146522,13.0984,80.221085,AC bus,,,15,17,41.69
1284,2016-08-13 13:12:06,12.948287,77.509755,13.029966,77.467458,Ac Bus,,,13,31,46.12
1287,2016-04-21 09:54:44,19.185519,72.846473,19.049691,72.870786,Ac Bus,,,10,22,81.02
1289,2015-02-05 11:20:54,28.768465,77.043246,28.753394,77.120004,Ac Bus,,,26,21,98.02
1307,2015-04-20 16:21:58,13.1695,80.223007,13.183959,80.199492,AC bus,,,3,6,23.83
1314,2015-03-13 16:28:31,25.285561,83.018916,25.281641,83.009919,ac bus,,,14,31,86.34
1323,2016-03-22 19:17:02,19.117751,72.862554,19.117611,72.866505,ac bus,,,4,29,68.55
1343,2015-02-05 06:12:12,28.661261,77.072858,28.750217,77.210704,AC Bus,,,12,18,88.47
1385,2016-09-05 23:21:05,19.04537,72.871816,19.043141,72.865816,AC Bus,,,4,0,64.8
1388,2015-12-01 05:49:45,,,25.31718,83.01687,AC bus,,,87,46,78.42
1393,2015-03-17 05:45:53,13.135275,77.697429,13.00089,77.654098,AC Bus,,,44,26,40.98
1403,2015-04-04 07:03:14,25.293266,83.024112,25.376594,83.017062,Ac Bus,,,6,12,70.8
1409,2016-10-22 14:55:25,12.931226,80.258109,12.923655,80.216857,ac bus,,,67,3,37.64
1418,2016-03-03 01:39:32,22.528044,88.423652,22.480665,88.443998,AC Bus,,,9,33,55.28
1419,2015-02-01 23:10:57,25.355425,82.976141,25.352296,82.975365,AC Bus,,,5,29,84.09
1423,2016-12-13 16:36:02,19.101387,72.839404,19.147655,72.850864,ac bus,,,55,48,64.01
1428,2015-03-18 08:54:17,19.18248,72.879063,19.096828,72.855897,AC bus,,,2,27,66.38
1429,2016-07-16 07:56:15,25.343204,83.015961,25.300564,82.994915,AC Bus,,,42,29,85.99
1430,2015-11-16 00:09:31,19.189389,72.842267,19.20773,72.838861,AC bus,,,16,43,61.3
1439,2016-07-27 06:00:52,28.660851,77.015778,28.675867,77.168049,Ac Bus,,,4,37,102.13
1441,2015-02-07 00:44:52,13.126708,77.568032,12.902017,77.478017,AC bus,,,12,32,46.81
1442,2015-04-08 18:27:35,19.163234,72.847478,19.027925,72.860874,Ac Bus,,,40,40,58.05
1452,2015-03-15 03:23:09,19.14934,72.850189,19.034026,72.839398,AC bus,,,1,46,61.91
1456,2015-07-27 19:21:10,22.653079,88.444843,22.623609,88.432279,ac bus,,,10,36,58.85
1457,2016-06-15 06:35:43,25.331867,82.973876,25.273769,82.977296,Ac Bus,,,43,24,76.02
1459,2016-08-11 06:05:30,13.127363,80.201107,13.062129,80.133013,Ac Bus,,,22,20,45.45
1461,2016-06-23 21:03:25,25.339156,82.984135,25.295556,83.005121,Ac Bus,,,49,25,77.62
1475,2016-12-01 03:15:06,22.567492,88.434179,22.719427,88.419365,ac bus,,,7,24,45.15
1476,2015-11-02 23:07:44,25.319512,82.997861,25.287479,83.012634,AC bus,,,10,6,280
1481,2015-06-25 01:09:37,19.114839,72.843541,19.048096,72.83774,ac bus,,,26,22,83.3
1484,2016-05-12 16:58:08,28.62656,77.215011,28.622855,77.002267,AC bus,,,32,22,102.92
1494,2015-11-28 22:44:02,25.359627,83.015819,25.304368,82.972552,AC Bus,,,7,17,84.54
1499,2015-02-21 06:21:06,13.073703,80.182289,13.034152,80.228566,ac bus,,,44,41,35.45
1502,2015-05-08 03:38:18,28.650957,77.056494,28.607924,77.001086,AC Bus,,,25,27,79.09
1507,2016-02-24 06:10:38,28.614055,77.166921,28.618348,77.127508,AC Bus,,,40,23,75.05
1523,2015-01-14 04:52:16,22.722842,88.394384,22.618225,88.408615,AC bus,,,20,4,54
1524,2016-04-01 21:20:28,19.117358,72.8401,19.212008,72.853256,AC Bus,,,30,25,62.61
1528,2015-07-16 00:35:03,19.246573,72.836834,19.089776,72.853052,ac bus,,,59,42,59.32
1549,2015-07-03 10:37:35,13.053496,80.171612,13.028555,80.175408,Ac Bus,,,21,18,42.21
1556,2015-05-04 13:01:12,12.94153,77.610506,12.89887,77.500688,AC bus,,,23,29,1144
1563,2016-03-25 20:29:30,22.660951,88.445785,22.532396,88.407487,AC Bus,,,10,47,48.14
1570,2015-08-13 18:42:31,22.563923,88.443078,22.546992,88.376683,AC Bus,,,46,25,46.97
1575,2016-07-19 17:39:12,25.356548,83.008587,25.362368,83.021265,ac bus,,,6,10,63.48
1577,2015-02-09 15:43:54,25.3482,83.005342,25.277474,82.980455,AC Bus,,,4,31,88.31
1579,2015-06-21 05:14:15,19.228508,72.873814,19.211219,72.861441,ac bus,,,27,14,62.14
1584,2015-01-27 06:39:59,28.679056,77.008257,28.680326,77.030685,AC bus,,,20,18,89.77
1585,2015-10-16 12:30:01,25.29009,82.976425,25.352305,83.015875,AC bus,,,2,35,98.42
1591,2015-05-28 05:22:20,25.352049,82.967303,25.370542,83.021294,ac bus,,,60,43,76.54
1593,2015-02-13 09:06:28,13.080705,80.244722,13.02581,80.254557,ac bus,,,56,36,48.15
1598,2015-05-24 07:38:09,13.041166,80.22924,13.1269,80.152133,AC bus,,,49,33,44.31
1618,2015-08-18 08:55:36,19.08424,72.847519,19.145106,72.855213,AC bus,,,65,35,75.91
1621,2015-03-05 08:48:23,19.23816,72.857057,19.048409,72.856658,ac bus,,,46,33,72.46
1622,2016-06-04 22:38:11,25.345848,82.974581,25.283199,82.97445,AC Bus,,,2,31,89.54
1624,2015-05-13 12:47:28,13.108287,80.208763,12.99108,80.186923,ac bus,,,54,39,50.36
1628,2015-08-18 02:11:18,25.388871,83.019313,25.292499,82.980701,AC Bus,,,32,30,88.1
1629,2016-06-19 14:21:39,12.89125,77.67702,12.952047,77.481536,ac bus,,,34,47,40.78
1631,2015-09-24 17:51:04,22.642342,88.403305,22.533721,88.42179,Ac Bus,,,7,45,46.44
1640,2015-05-19 17:17:12,28.590519,77.154095,28.724532,77.092631,Ac Bus,,,19,18,78.42
1642,2015-03-21 22:20:08,12.940956,77.568592,13.06625,77.68779,Ac Bus,,,76,39,54.02
1643,2016-06-04 11:20:42,19.214792,72.859331,19.061041,72.868909,AC Bus,,,44,38,82.95
1658,2016-04-08 03:00:46,22.733907,88.415917,22.510183,88.439744,ac bus,,,1,30,52.88
1666,2015-01-11 17:12:53,13.188852,80.137562,13.183051,80.133653,Ac Bus,,,40,24,35.54
1682,2015-07-17 17:03:32,19.035276,72.849562,19.2209,72.861537,ac bus,,,33,46,61.61
1703,2015-12-20 21:41:46,12.973228,80.207922,13.004,80.173736,ac bus,,,20,66,44.32
1705,2015-09-26 22:13:05,22.482257,88.418543,22.590396,88.406737,AC Bus,,,31,24,44.6
1707,2015-01-17 12:08:47,12.953581,77.672161,13.03063,77.664657,Ac Bus,,,32,36,50.68
1708,2016-03-16 21:35:59,19.042658,72.872715,19.026306,72.86217,ac bus,,,38,31,71.15
1711,2016-08-24 09:07:29,25.349668,82.990316,25.372447,82.970488,AC bus,,,7,32,89.11
1724,2016-12-09 19:48:31,13.07597,80.185548,12.998725,80.236364,Ac Bus,,,24,45,36.25
1729,2015-05-09 02:51:55,28.690813,77.135416,28.73869,77.106548,AC Bus,,,60,67,88.55
1732,2016-12-18 13:30:04,28.648222,77.031886,28.579575,76.993684,AC bus,,,9,14,76.22
1738,2015-01-28 06:46:55,13.076912,80.184672,13.044217,80.242744,Ac Bus,,,2,15,38.51
1749,2016-06-09 22:35:31,13.017121,77.547169,12.857767,77.549315,Ac Bus,,,41,32,46.67
1751,2016-01-23 04:22:03,22.680323,88.389382,22.566128,88.404313,Ac Bus,,,13,15,48.45
1752,2015-08-14 03:23:33,12.962755,80.181502,12.9132,80.135866,ac bus,,,31,33,45.27
1754,2015-04-05 22:33:30,12.979104,77.625371,13.027754,77.651984,ac bus,,,58,44,1772
1774,2015-06-11 16:21:56,28.690448,77.034884,28.654172,77.221603,Ac Bus,,,5,26,77.37
1778,2015-02-24 21:54:41,19.060112,72.880802,19.152689,72.855853,Ac Bus,,,2,33,73.19
1788,2015-08-09 08:30:16,13.112622,77.635262,13.140584,77.564422,AC bus,,,22,36,50.43
1798,2016-04-03 07:10:12,13.020369,77.67145,12.984327,77.654621,ac bus,,,34,22,52.56
1800,2016-12-09 22:10:07,13.031645,80.147055,,,AC bus,,,77,46,37.64
1805,2016-11-25 16:10:39,22.644107,88.441027,22.578087,88.413321,AC Bus,,,19,25,45.34
1806,2016-05-15 07:19:28,19.189774,72.864789,19.179898,72.856999,AC bus,,,17,20,76.33
1820,2015-04-12 03:55:23,28.702534,77.173234,28.757525,77.100484,AC Bus,,,66,37,101.67
1831,2015-02-11 23:38:27,12.962206,77.634268,13.02523,77.597785,AC Bus,,,76,47,39.73
1845,2015-01-04 12:54:23,25.277806,82.983422,,,Ac Bus,,,16,13,73.33
1852,2015-11-27 07:43:10,25.329584,82.98212,25.334733,83.008864,ac bus,,,11,11,67.86
1867,2016-09-07 01:01:50,13.060619,77.622018,13.051778,77.59512,ac bus,,,7,37,50.44
1877,2015-01-05 23:46:59,25.282848,82.974572,25.29828,83.001119,ac bus,,,13,13,73.64
1883,2016-02-16 23:03:29,25.384768,83.021003,25.313601,83.001018,Ac Bus,,,9,31,87.97
1893,2016-07-02 23:58:19,22.469633,88.392405,22.540781,88.437733,AC bus,,,42,29,1115
1894,2016-05-15 17:45:35,28.61169,77.077178,28.758853,77.134165,AC bus,,,27,24,76.09
1895,2015-07-15 07:32:37,19.077832,72.881257,19.022816,72.836093,Ac Bus,,,61,11,72.35
1915,2015-07-14 17:17:00,12.917336,80.18381,12.929934,80.208411,Ac Bus,,,21,11,32.39
1926,2016-12-05 19:10:28,12.868026,77.542612,13.016861,77.693533,AC bus,,,20,36,49.75
1932,2016-09-28 06:53:40,12.984117,77.510464,12.843029,77.582446,ac bus,,,25,30,43.67
1934,2016-08-21 23:00:32,19.158997,72.839351,19.064816,72.878989,Ac Bus,,,68,35,75.17
1936,2015-08-26 06:56:48,25.318383,82.988179,25.271413,83.018284,ac bus,,,44,27,80.67
1937,2015-05-01 00:31:44,22.528896,88.450045,22.650483,88.399084,AC bus,,,79,46,46.69
1938,2016-06-14 04:10:42,28.568282,76.978353,28.639011,77.079253,ac bus,,,50,27,80.11
1948,2015-12-22 19:54:16,13.11222,77.661523,13.118416,77.643909,AC Bus,,,21,19,46.84
1950,2015-06-17 02:09:58,28.58753,77.222262,28.586087,76.980561,AC bus,,,14,41,72.08
1955,2016-03-19 04:37:39,13.099275,80.217042,13.118205,80.256675,AC Bus,,,30,35,45.49
1960,2016-07-23 15:16:22,25.339217,83.012501,25.27833,82.973029,AC bus,,,3,23,74.16
1967,2016-10-05 09:32:32,19.102024,72.861086,19.222635,72.874317,Ac Bus,,,13,32,70.69
1968,2015-08-20 17:02:22,28.759265,77.012118,28.745746,77.167859,AC Bus,,,27,39,104.76
1972,2016-03-27 01:05:16,13.119092,77.700847,12.969194,77.676954,ac bus,,,47,39,53.73
1973,2015-01-18 09:52:21,19.169578,72.863229,19.196066,72.880941,AC bus,,,6,18,73.79
1975,2016-01-20 07:34:52,12.989065,80.219669,13.113235,80.218056,AC Bus,,,46,42,36.13
2024,2016-10-20 00:51:35,28.698681,77.127873,28.769257,77.007576,AC Bus,,,28,37,100.06
