ID,TIMESTAMP,STARTING_LATITUDE,STARTING_LONGITUDE,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,VEHICLE_TYPE,TOTAL_LUGGAGE_WEIGHT,WAIT_TIME,TRAFFIC_STUCK_TIME,DISTANCE,FARE,lat,long,SQRT LAT,SQRT LONG,ADDED,FINAL,value
84,09-12-2016 08:52,19.224596,72.879763,19.060203,72.846667,Mini Bus,,,26,27,60.15,0.164393,0.033096,0.027025058,0.001095345,0.028120404,0.167691394,18.6472833
85,14-01-2016 00:08,28.750577,77.102801,28.587783,77.134451,taxi non ac,28,5,68,36,860.52,0.162794,-0.03165,0.026501886,0.001001722,0.027503609,0.165842121,18.4416438
86,22-04-2015 12:41,22.604596,88.424101,22.64047,88.399836,AUTO RICKSHAW,,,1,27,241.7,-0.035874,0.024265,0.001286944,0.00058879,0.001875734,0.043309746,4.81643758
87,13-06-2015 13:22,12.985478,80.137096,13.112369,80.24855,Mini Bus,,,34,6,34.65,-0.126891,-0.111454,0.016101326,0.012421994,0.02852332,0.168888484,18.7839941
88,11-02-2016 21:46,22.465964,88.442631,22.585917,88.445008,metro,,,17,22,27,-0.119953,-0.002377,0.014388722,5.65013E-06,0.014394372,0.119976549,13.34139226
89,04-01-2015 04:08,12.996879,77.6197,12.907592,77.620672,Taxi AC,17,15,33,36,518.33,0.089287,-0.000972,0.007972168,9.44784E-07,0.007973113,0.089292291,9.9293271
90,23-11-2015 16:51,19.145286,72.854099,19.216689,72.850224,metro,,,23,38,54.23,-0.071403,0.003875,0.005098388,1.50156E-05,0.005113404,0.07150807,7.951697352
91,23-11-2016 04:52,12.848592,77.525346,12.953333,77.563252,taxi ac,28,2,20,22,303.37,-0.104741,-0.037906,0.010970677,0.001436865,0.012407542,0.111389146,12.3864737
92,04-07-2016 14:05,12.889722,80.194128,12.890263,80.138856,auto rickshaw,,,18,10,64.96,-0.000541,0.055272,2.92681E-07,0.003054994,0.003055287,0.055274648,6.14654811
93,25-04-2016 11:59,13.051179,77.661444,13.003007,77.671307,auto rickshaw,,,12,8,54.09,0.048172,-0.009863,0.002320542,9.72788E-05,0.00241782,0.049171337,5.467852641
94,20-08-2015 14:29,12.968454,77.693666,12.933288,77.542771,taxi ac,27,1,77,44,562.99,0.035166,0.150895,0.001236648,0.022769301,0.024005949,0.154938532,17.22916472
95,17-08-2015 20:28,25.260731,82.980085,25.310568,82.992258,Mini bus,,,11,40,61.18,-0.049837,-0.012173,0.002483727,0.000148182,0.002631908,0.05130213,5.7479688
96,10-11-2016 05:31,22.608766,88.43673,22.698069,88.447473,auto rickshaw,,,37,43,658.96,-0.089303,-0.010743,0.007975026,0.000115412,0.008090438,0.089946861,1.2998
97,09-04-2015 20:42,13.041271,77.602617,12.96032,77.492926,AC Bus,,,43,40,36.15,0.080951,0.109691,0.006553064,0.012032115,0.01858518,0.136327473,15.15961499
98,14-01-2015 15:01,22.49497,88.403386,22.450916,88.425849,Metro,,,1,7,12.15,0.044054,-0.022463,0.001940755,0.000504586,0.002445341,0.049450392,5.49888368
99,22-07-2015 05:31,22.578001,88.388259,22.58082,88.442044,taxi non Ac,9,9,11,8,116.12,-0.002819,-0.053785,7.94676E-06,0.002892826,0.002900773,0.053858825,5.98911294
100,09-09-2015 15:46,19.114779,72.86311,19.24877,72.872193,taxi Non Ac,12,3,53,28,494.25,-0.133991,-0.009083,0.017953588,8.25009E-05,0.018036089,0.134298507,14.93399397
101,21-03-2015 01:50,28.610182,77.215443,28.68424,77.064702,Metro,,,32,31,56.62,-0.074058,0.150741,0.005484587,0.022722849,0.028207436,0.167950696,18.67611745
102,28-09-2016 21:52,28.688526,77.185606,28.760137,77.209478,auto rickshaw,,,29,17,317.01,-0.071611,-0.023872,0.005128135,0.000569872,0.005698008,0.075485149,8.393948558
103,16-12-2015 16:49,19.031787,72.868538,19.075518,72.867582,Auto rickshaw,,,23,12,127.51,-0.043731,0.000956,0.0019124,9.13936E-07,0.001913314,0.043741448,4.8644948
104,24-09-2016 08:35,28.746499,77.232386,28.646227,77.230174,bus,,,18,27,56.91,0.100272,0.002212,0.010054474,4.89294E-06,0.010059367,0.100296395,11.15295917
105,15-07-2016 02:56,19.03397,72.864039,19.157003,72.868968,bus,,,7,22,60.29,-0.123033,-0.004929,0.015137119,0.000024295,0.015161414,0.123131694,13.6922444
106,03-05-2016 13:10,22.58814,88.406704,22.529147,88.392728,taxi Non Ac,14,18,72,41,522.33,0.058993,0.013976,0.003480174,0.000195329,0.003675503,0.060625924,6.74162716
107,14-12-2015 05:09,28.736503,77.044916,28.595806,77.233558,Metro,,,73,46,71.24,0.140697,-0.188642,0.019795646,0.035585804,0.05538145,0.235332637,26.16898922
108,15-06-2015 15:13,22.713374,88.425795,22.595428,88.408448,Mini Bus,,,1,17,47.78,0.117946,0.017347,0.013911259,0.000300918,0.014212177,0.119214837,13.25668986
109,06-10-2015 23:27,25.340457,82.973594,25.340175,83.024325,Taxi AC,25,17,12,9,262.43,0.000282,-0.050731,7.9524E-08,0.002573634,0.002573714,0.050731784,5.641374356
110,07-11-2015 18:25,,,28.621644,77.110066,Bus,,,1,22,74.45,-28.621644,-77.110066,819.1985053,5945.962279,6765.160784,82.25059747,9146.266438
111,01-01-2016 15:14,28.684259,77.188422,28.56448,77.141502,ac bus,,,26,42,74.76,0.119779,0.04692,0.014347009,0.002201486,0.016548495,0.128640955,14.3487417
112,13-04-2016 08:48,22.473583,88.398192,22.714166,88.424967,Bus,,,52,36,42.29,-0.240583,-0.026775,0.05788018,0.000716901,0.058597081,0.242068339,26.91799924
113,23-05-2015 17:07,25.323643,82.977619,25.361565,82.967474,Mini Bus,,,8,7,48.01,-0.037922,0.010145,0.001438078,0.000102921,0.001540999,0.039255562,4.365218439
114,12-11-2016 08:31,28.565679,77.028486,28.685057,77.048655,taxi ac,10,18,62,45,1244.21,-0.119378,-0.020169,0.014251107,0.000406789,0.014657895,0.121069796,13.46296129
115,17-04-2016 11:33,28.666366,76.965035,28.686852,77.147087,Metro,,,62,34,59.9,-0.020486,-0.182052,0.000419676,0.033142931,0.033562607,0.183201001,2.37195135
116,22-03-2016 01:55,19.058744,72.843285,19.021739,72.876552,Bus,,,19,20,55.06,0.037005,-0.033267,0.00136937,0.001106693,0.002476063,0.049760057,5.533318385
117,14-03-2015 08:29,13.11502,80.133406,13.039254,80.203263,Bus,,,10,45,25.02,0.075766,-0.069857,0.005740487,0.00488,0.010620487,0.103055748,11.45979918
118,16-04-2015 04:20,25.315453,83.018347,,,Taxi AC,15,3,26,40,1084.6,25.315453,83.018347,640.8721606,6892.045939,7532.918099,86.79238503,9651.313215
119,28-04-2015 19:58,28.637876,77.165931,28.697465,77.052442,Metro,,,43,42,67.62,-0.059589,0.113489,0.003550849,0.012879753,0.016430602,0.12818191,14.25382839
120,01-05-2015 22:47,28.601072,77.198662,28.559008,77.037741,mini Bus,,,75,40,63.38,0.042064,0.160921,0.00176938,0.025895568,0.027664948,0.166327834,18.49565513
121,22-11-2015 14:03,12.928797,80.200878,13.195375,80.207048,Ac Bus,,,34,37,47.84,-0.266578,-0.00617,0.07106383,3.80689E-05,0.071101899,0.266649393,29.65141254
122,18-03-2015 11:22,12.912031,77.651621,13.04352,77.476106,taxi ac,14,9,41,34,429.85,-0.131489,0.175515,0.017289357,0.030805515,0.048094872,0.219305432,24.386764
123,06-11-2016 11:59,13.027266,77.710621,13.097619,77.554475,Metro,,,41,23,21.82,-0.070353,0.156146,0.004949545,0.024381573,0.029331118,0.1712633,19.4447896
124,25-08-2015 05:22,13.088858,80.164511,12.99192,80.223011,taxi Non Ac,30,11,18,17,189.3,0.096938,-0.0585,0.009396976,0.00342225,0.012819226,0.11322202,12.5928864
125,07-04-2015 01:48,28.661934,76.970181,28.698232,77.194118,Mini Bus,,,6,36,92.37,-0.036298,-0.223937,0.001317545,0.05014778,0.051465325,0.226859703,25.22679896
126,04-10-2016 03:39,22.492795,88.403634,22.613873,88.403715,Metro,,,51,43,40.09,-0.121078,-0.000081,0.014659882,6.561E-09,0.014659889,0.121078027,13.46387661
127,03-12-2015 05:00,28.748755,77.204318,28.591909,77.033594,AUTO RICKSHAW,,,66,37,800.83,0.156846,0.170724,0.024600668,0.029146684,0.053747352,0.231834751,25.782434
128,23-01-2016 12:04,22.511061,88.401404,22.525995,88.414623,AC bus,,,13,14,46.91,-0.014934,-0.013219,0.000223024,0.000174742,0.000397766,0.01994408,2.217781668
129,26-03-2016 13:12,19.242386,72.837774,19.098157,72.843255,ac bus,,,10,47,62.4,0.144229,-0.005481,0.020802004,3.00414E-05,0.020832046,0.144333107,16.4984151
130,15-10-2016 16:47,28.714806,76.992384,28.757651,77.107604,Bus,,,12,31,61.6,-0.042845,-0.11522,0.001835694,0.013275648,0.015111342,0.1229282,13.66961587
131,25-07-2016 14:18,28.698667,77.188248,28.741803,77.203216,mini Bus,,,7,17,83.33,-0.043136,-0.014968,0.001860714,0.000224041,0.002084756,0.045659123,5.77294486
132,22-08-2016 22:29,13.194138,80.238064,13.07109,80.178547,taxi ac,16,11,65,39,545.33,0.123048,0.059517,0.01514081,0.003542273,0.018683084,0.136686077,15.19949174
133,06-06-2015 06:01,22.618186,88.434323,22.61637,88.375584,bus,,,22,26,31.89,0.001816,0.058739,3.29786E-06,0.00345027,0.003453568,0.058767065,6.534897674
134,21-07-2016 03:01,13.087326,80.181486,13.046009,80.138683,AUTO RICKSHAW,,,9,40,511.18,0.041317,0.042803,0.001707094,0.001832097,0.003539191,0.059491103,6.61541618
135,16-07-2015 13:38,22.637591,88.410893,22.456688,88.409709,Metro,,,17,48,44.34,0.180903,0.001184,0.032725895,1.40186E-06,0.032727297,0.180906875,2.11684445
136,18-03-2015 01:13,13.095309,77.701152,12.993736,77.684592,Mini Bus,,,28,45,34.41,0.101573,0.01656,0.010317074,0.000274234,0.010591308,0.10291408,11.4444573
137,10-02-2016 16:57,25.32349,82.983391,25.30031,83.0058,bus,,,22,26,54.04,0.02318,-0.022409,0.000537312,0.000502163,0.001039476,0.032240901,3.585188163
138,02-03-2015 09:49,13.095156,77.603216,13.112764,77.53808,Metro,,,26,44,36.26,-0.017608,0.065136,0.000310042,0.004242698,0.00455274,0.067473996,7.5318375
139,07-05-2016 09:22,25.373394,82.993481,25.260309,82.983069,Bus,,,30,31,61.97,0.113085,0.010412,0.012788217,0.00010841,0.012896627,0.113563317,12.6282485
140,28-02-2016 14:28,25.289969,82.968997,25.284599,83.013172,bus,,,9,20,68.52,0.00537,-0.044175,2.88369E-05,0.001951431,0.001980268,0.044500197,4.948421896
141,05-07-2016 06:00,22.712299,88.381928,22.696979,88.382255,metro,,,67,39,41.47,0.01532,-0.000327,0.000234702,1.06929E-07,0.000234809,0.015323489,1.7397227
142,16-12-2016 06:09,25.320979,83.003596,25.272717,82.982372,Bus,,,83,48,56.1,0.048262,0.021224,0.002329221,0.000450458,0.002779679,0.052722659,5.862759731
143,03-06-2015 18:04,13.08196,80.211307,12.910953,80.239156,Mini bus,,,8,26,34.72,0.171007,-0.027849,0.029243394,0.000775567,0.030018961,0.173259807,19.2664958
144,19-12-2015 00:13,12.998643,80.211005,13.134654,80.255331,Taxi non ac,27,5,17,21,231.49,-0.136011,-0.044326,0.018498992,0.001964794,0.020463786,0.143051691,15.973488
145,25-02-2015 22:04,25.353976,82.997844,25.294907,83.000561,mini Bus,,,50,32,85.17,0.059069,-0.002717,0.003489147,7.38209E-06,0.003496529,0.059131454,6.575417683
146,03-10-2016 21:45,12.934994,80.16331,13.062669,80.1626,Auto rickshaw,,,4,29,294.12,-0.127675,0.00071,0.016300906,5.041E-07,0.01630141,0.127676974,14.19767952
147,11-01-2016 04:04,28.673731,77.157248,28.598558,77.198262,bus,,,24,34,66.58,0.075173,-0.041014,0.00565098,0.001682148,0.007333128,0.085633686,9.522465849
148,17-06-2016 01:34,19.129997,72.865587,19.219152,72.849466,bus,,,21,12,36.5,-0.089155,0.016121,0.007948614,0.000259887,0.008208501,0.090600776,1.748632
149,08-12-2015 04:17,22.555059,88.447037,22.456276,88.395283,taxi Non Ac,30,2,48,27,390.76,0.098783,0.051754,0.009758081,0.002678477,0.012436558,0.111519315,12.494782
150,21-07-2016 09:37,22.499595,88.394662,22.492349,88.444732,metro,,,4,15,19.58,0.007246,-0.05007,5.25045E-05,0.002507005,0.002559509,0.050591594,5.625785289
151,28-11-2015 11:49,12.965462,80.223553,13.188107,80.15964,metro,,,32,33,28.46,-0.222645,0.063913,0.049570796,0.004084872,0.053655668,0.231636931,25.7582668
152,04-05-2016 00:39,25.379203,82.965664,25.335149,82.98252,Taxi AC,2,17,20,23,657,0.044054,-0.016856,0.001940755,0.000284125,0.00222488,0.04716863,5.245151651
