ID,FARE
152,92.8972335872
153,649.553020857
154,224.647564962
155,45.8533079749
156,365.059894308
157,689.965029296
158,86.6787030147
159,292.094648989
160,1040.18305785
161,82.544195963
162,70.0286686229
163,36.5466088475
164,42.6210527644
165,687.478676587
166,256.327990975
167,725.688293299
168,51.9509526023
169,1024.44496753
170,407.897635795
171,452.91604515
172,354.700938792
173,72.9312523091
174,37.1987255608
175,56.53653221
176,63.6252395779
177,320.690823049
178,914.187690918
179,41.9270683954
180,27.4755310993
181,652.084095024
182,51.209723924
183,82.879245925
184,221.045038387
185,46.9601288178
186,547.180070474
187,475.433609387
188,530.128452112
189,283.833220291
190,384.708788299
191,67.4101425093
192,626.414793191
193,88.7120188522
194,275.551206941
195,994.377353514
196,48.9594285924
197,40.8364157964
198,339.882990325
199,43.4147731219
200,153.95515604
201,48.4284424547
202,84.3542572958
203,205.338322403
204,45.5128636945
205,35.3602933004
206,49.2975746964
207,69.1859010556
208,560.768964826
209,77.1859936631
210,47.6976405956
211,1115.68274475
212,52.745531627
213,42.3059843328
214,662.887414341
215,508.84868451
216,87.4028795548
217,269.486537201
218,957.270200685
219,51.9694106685
220,530.128452112
221,40.2621370079
222,46.7251505805
223,585.31922803
224,33.5648290277
225,696.922993223
226,69.4197456867
227,67.7835773392
228,756.467740747
229,52.2657940018
230,64.4897220471
231,332.770454386
232,501.95070813
233,251.323298049
234,994.377353514
235,263.032019879
236,38.986238988
237,53.7112728296
238,54.5579839029
239,48.1792031739
240,265.635595228
241,86.5915751977
242,359.806677766
243,41.3625458176
244,42.7558575056
245,77.5222272636
246,596.063259439
247,212.102884566
248,45.1759568404
249,63.3916636716
250,287.450075664
251,42.8526404983
252,977.06557227
253,410.970634426
254,45.5128636945
255,429.710542367
256,44.5560049027
257,720.855885874
258,486.005547159
259,69.1859010556
260,45.9055319105
261,280.069778833
262,58.2384574306
263,186.756033451
264,48.0086206089
265,330.399691733
266,38.88890101
267,70.3110530798
268,63.7944529282
269,464.562069483
270,739.417181852
271,48.0862061853
272,43.5554259205
273,83.9848769474
274,39.7539271486
275,43.5490651988
276,1028.41354341
277,46.7220316112
278,54.1200873952
279,718.007490116
280,81.9086320086
281,85.5266146231
282,954.571228571
283,219.412656118
284,932.417541071
285,176.82777217
286,79.8856525869
287,69.2331525364
288,331.879999794
289,450.084838472
290,74.0446685541
291,216.339748003
292,539.317589489
293,725.323441985
294,43.2309777339
295,660.998196337
296,140.214815532
297,78.1147305069
298,1168.42804573
299,1069.24441374
300,66.1029701788
301,543.677561891
302,42.5457157411
303,49.6374681088
304,408.248819523
305,59.0224739995
306,77.5222272636
307,45.4601930499
308,179.168821147
309,29.392709728
310,56.53653221
311,921.069464815
312,1222.95601026
313,263.861693428
314,503.822222545
315,568.4382764
316,190.242137662
317,440.144859435
318,37.1431261368
319,61.2609933931
320,82.2462269037
321,78.6352724037
322,874.656456321
323,59.6207796133
324,532.113885456
325,142.841091162
326,275.365708532
327,42.0809134735
328,958.213827517
329,40.4341043078
330,35.4158927245
331,896.34089327
332,491.104327066
333,74.1839092462
334,42.3533667691
335,219.789431215
336,71.1660628645
337,41.9402633442
338,46.2363230975
339,341.286095269
340,237.292493334
341,655.067134351
342,54.4888311837
343,51.6324904422
344,71.3353327843
345,75.2033981596
346,439.750340328
347,79.4758543832
348,299.529805138
349,829.6582562
350,559.178888807
351,347.701596016
352,38.6451383595
353,67.1184626272
354,42.0645967062
355,46.2419933743
356,84.8937750974
357,58.3893075517
358,54.8792078585
359,41.3641484835
360,977.969585501
361,532.174067208
362,38.4232635829
363,50.043605031
364,46.6180576216
365,159.537575292
366,51.6940383766
367,498.34822611
368,457.879693282
369,850.024852587
370,56.53653221
371,334.748604736
372,341.400012618
373,43.4817591935
374,599.40931298
375,37.4560640422
376,817.188211486
377,140.214815532
378,40.4657508973
379,54.2388017872
380,84.1491995502
381,72.9390727099
382,56.53653221
383,199.663666855
384,81.7820998774
385,44.7486425655
386,64.4916299702
387,306.296585308
388,80.6273520099
389,38.4232635829
390,52.8075169587
391,43.5554259205
392,49.9407558181
393,161.0431836
394,51.209723924
395,478.146391091
396,159.537575292
397,50.0019598338
398,88.1340929262
399,82.879245925
400,308.866482509
401,319.893492396
402,539.625867105
403,1174.83328184
404,62.9089367072
405,69.8585372294
406,208.050728173
407,54.3606942032
408,53.3850959134
409,322.379254899
410,505.714010382
411,81.3029871067
412,385.457001837
413,37.5907237889
414,40.7312215448
415,40.2606149279
416,37.1259529057
417,123.287791262
418,32.9156933503
419,75.0265122749
420,43.9185289166
421,388.657298848
422,35.4158927245
423,782.760269627
424,84.3542572958
425,36.393320207
426,539.682368953
427,55.0942735162
428,53.4374041714
429,303.642236182
430,836.120315657
431,45.4806987024
432,956.024253287
433,129.840013826
434,46.5640405977
435,524.058527524
436,654.693569595
437,51.209723924
438,55.2162715026
439,52.2765349289
440,324.460954604
441,71.9677277592
442,433.339892248
443,487.163430335
444,513.97667856
445,370.336606194
446,70.8939850702
447,51.7100760185
448,37.4560640422
449,501.935302001
450,56.53653221
451,36.3434342787
452,438.413813358
453,41.1617808529
454,158.303787261
455,52.1713229788
456,46.7779513522
457,56.6543151557
458,156.398220489
459,35.4638054634
460,53.0159414377
461,53.6503546901
462,44.7425094309
463,538.018338812
464,394.625197297
465,508.84868451
466,171.246314204
467,88.6796385115
468,335.99617326
469,173.865871254
470,216.593222583
471,66.6588468255
472,335.99617326
473,41.5305343092
474,42.9117432263
475,445.605704219
476,74.2245786597
477,570.007275341
478,45.5268031201
479,75.9292334269
480,38.8115241851
481,468.430186443
482,100.373069867
483,618.204629634
484,41.9165970459
485,69.0768316942
486,42.9793110598
487,42.9824854642
488,354.130449727
489,285.768303588
490,79.7845844427
491,82.4044507511
492,71.4428909745
493,33.9892414377
494,458.23671577
495,46.9461410799
496,226.405448948
497,42.2564499561
498,49.1456294419
499,43.1725171058
500,75.3557042269
501,441.978667684
502,531.302155705
503,60.4985043516
504,69.8585372294
505,77.6394144845
506,86.1666108732
507,653.07354557
508,45.3824644072
509,488.640546466
510,550.43421543
511,41.8688897542
512,314.380425318
513,301.247183661
514,38.3994346576
515,480.204325625
516,1004.9530198
517,60.3857859571
518,324.353859807
519,70.0861267132
520,556.465793591
521,595.32672803
522,53.913674935
523,410.645421436
524,512.424919115
525,41.5085461279
526,42.9793110598
527,67.6284566746
528,253.660921593
529,57.9863575422
530,43.2526325263
531,82.879245925
532,462.178916538
533,54.8928588084
534,387.02998652
535,63.9987193518
536,42.5457157411
537,389.811913073
538,41.9165970459
539,70.3110530798
540,614.037665705
541,40.1440862811
542,90.3895249065
543,76.1037012871
544,535.25622172
545,330.282364828
546,87.062231591
547,48.3173130649
548,307.485119542
549,780.11448155
550,67.2210689087
551,39.3280630217
552,51.209723924
553,45.1347852496
554,44.5022028752
555,455.169808977
556,48.1792031739
557,261.11374373
558,58.5666175311
559,67.322797857
560,194.433423445
561,45.3824644072
562,46.6184958393
563,49.5093588351
564,50.6479973364
565,56.0612483559
566,77.7589300125
567,200.613787116
568,43.5554259205
569,84.3542572958
570,66.3628512279
571,49.1886697937
572,41.9165970459
573,58.0167211135
574,86.4621605345
575,468.784979595
576,43.6108567558
577,54.3258222846
578,97.806271406
579,41.9165970459
580,720.350329182
581,49.4693147462
582,56.53653221
583,569.107967857
584,431.987944635
585,426.014524962
586,63.2407060076
587,830.384114641
588,404.706008937
589,34.0021171132
590,79.3521900854
591,767.05032534
592,49.7088510557
593,51.2793254141
594,33.5416437856
595,43.9378978655
596,777.536005946
597,84.4294557464
598,1029.37649535
599,40.2621370079
600,517.772266224
601,412.214688147
602,43.3204116883
603,72.3385948919
604,1108.20400122
605,86.6787030147
606,498.081496312
607,350.95886226
608,43.4817591935
609,40.0950277771
610,170.85625729
611,449.566906043
612,69.1859010556
613,47.4631607658
614,47.5375880709
615,40.4787376393
616,122.722642166
617,371.600464289
618,53.204847064
619,256.327990975
620,292.633862329
621,34.0021171132
622,1048.20891633
623,508.318854155
624,44.5560049027
625,82.879245925
626,636.627365987
627,190.281987738
628,520.613348738
629,607.567726914
630,42.7916460964
631,88.7120188522
632,467.205696727
633,51.1321066357
634,43.2526325263
635,740.496152979
636,192.664130766
637,888.179931861
638,66.4913944609
639,205.677395204
640,66.4913944609
641,36.2880789815
642,69.2331525364
643,86.2960776268
644,177.799121993
645,388.384839055
646,54.8517750316
647,62.0522418867
648,53.3308003134
649,87.4028795548
650,646.923021502
651,336.684749794
652,56.53653221
653,61.7131314087
654,452.437247058
655,50.4344546237
656,52.8075169587
657,37.6624568395
658,493.274232828
659,69.4197456867
660,939.195073645
661,741.735423848
662,42.580556755
663,261.11374373
664,120.9130756
665,54.0524022792
666,52.8010858753
667,250.480696844
668,78.6172510951
669,151.902006436
670,48.7336920763
671,449.969659185
672,819.598198566
673,43.5554259205
674,803.313583333
675,38.8115241851
676,41.9270683954
677,273.922076111
678,842.120871212
679,52.1713229788
680,599.52210692
681,322.379254899
682,427.32255637
683,43.2412292578
684,686.156063462
685,162.813695379
686,321.277883874
687,712.419358242
688,47.5023150185
689,140.214815532
690,603.00611153
691,559.178888807
692,561.448874448
693,46.6444460348
694,439.119479319
695,844.151886753
696,38.7845947626
697,63.888415643
698,284.722352297
699,54.2388017872
700,67.3730373588
701,59.3693584452
702,480.20260797
703,559.178888807
704,45.0095397735
705,629.367704921
706,69.1859010556
707,56.9210657802
708,40.7313061264
709,65.4154191711
710,60.1614647499
711,479.892168652
712,42.2564499561
713,42.9793110598
714,49.1456294419
715,203.788070667
716,160.9500463
717,41.1650448813
718,82.879245925
719,41.9165970459
720,508.759101083
721,448.935975643
722,279.002064089
723,87.062231591
724,311.63679745
725,88.6796385115
726,46.0710400015
727,65.1499495166
728,440.354873997
729,144.991856003
730,43.934897363
731,332.416532124
732,977.298577934
733,34.7251396062
734,229.116597935
735,493.587260199
736,192.482240467
737,66.5628917662
738,554.666212973
739,79.3987133648
740,494.290015026
741,42.9694429069
742,606.649208688
743,65.8924516473
744,44.8981726308
745,54.3606942032
746,705.074557423
747,41.7052491121
748,510.167952785
749,42.2564499561
750,51.4656589706
751,66.4913944609
752,157.960541547
753,84.1491995502
754,778.119871022
755,558.087147435
756,36.3990337028
757,81.3089310039
758,49.3175388551
759,148.186210582
760,387.961858709
761,497.277016582
762,596.029437537
763,55.9201160123
764,50.1685164932
765,623.385262674
766,66.4913944609
767,51.2491693021
768,860.050201776
769,43.7673018309
770,674.140623123
771,90.3895249065
772,330.762988738
773,614.973036901
774,38.6451383595
775,302.205362359
776,42.2290348938
777,480.821002496
778,66.4913944609
779,48.1792031739
780,82.2395754538
781,457.539728129
782,52.1649274309
783,46.9574258019
784,244.632000288
785,192.278135465
786,48.4758518738
787,87.8122015494
788,69.4868281715
789,54.3619409801
790,554.055343115
791,61.3343564045
792,295.24222456
793,41.9402633442
794,31.0540593711
795,49.1456294419
796,132.918075301
797,69.1859010556
798,43.9550625811
799,299.529805138
800,56.53653221
801,334.802300202
802,194.869455413
803,41.1422737069
804,899.780832645
805,47.1685187599
806,50.9388560416
807,79.4758543832
808,47.9021845
809,78.1147305069
810,60.6981529836
811,483.207488357
812,583.974820205
813,60.1690400925
814,1223.23627821
815,559.178888807
816,46.7779513522
817,651.435746133
818,556.465793591
819,183.5293094
820,322.512157284
821,791.726923261
822,86.6787030147
823,582.650912458
824,82.544195963
825,404.288848008
826,35.2751016181
827,69.5468926791
828,165.030768352
829,59.2713553599
830,52.8075169587
831,54.4888311837
832,43.5073982314
833,298.549109834
834,64.4444362052
835,648.600840359
836,61.3848537828
837,1082.70110852
838,55.0796104945
839,36.1159221768
840,265.635595228
841,37.5907237889
842,64.7444207721
843,405.145992887
844,298.709645761
845,878.919069444
846,40.2154173944
847,63.2407060076
848,54.2388017872
849,63.941679858
850,495.485406747
851,170.483988828
852,705.106126532
853,69.6023407692
854,712.826570007
855,128.262929254
856,83.2571112482
857,360.638600849
858,131.805174445
859,292.74409283
860,177.399679739
861,273.386438441
862,619.55506033
863,412.47110383
864,62.5298662363
865,75.5506664702
866,49.9646360835
867,74.1004716185
868,351.665761216
869,43.5422309716
870,628.212799132
871,45.7559647833
872,55.1979909801
873,293.59118253
874,269.73339786
875,61.3848537828
876,38.4232635829
877,53.0377242575
878,429.190487057
879,64.463350924
880,54.4888311837
881,38.5015464508
882,45.7559647833
883,51.8730704834
884,192.278135465
885,391.770723349
886,44.0403907242
887,35.3602933004
888,249.155546037
889,60.4985043516
890,67.5243456815
891,462.69290625
892,546.741052922
893,58.1929076912
894,200.650021215
895,55.9663944546
896,1388.23043109
897,47.1503670172
898,49.1083090433
899,918.211996722
900,54.1091733878
901,411.982480475
902,179.168821147
903,47.3665159814
904,42.9457835678
905,43.6943814734
906,49.5953676693
907,70.3997729145
908,637.833917533
909,61.7131314087
910,564.448265343
911,425.836379849
912,41.7101903533
913,380.95962534
914,367.1156298
915,50.9488053349
916,48.2702616312
917,675.306109858
918,89.4244675472
919,66.4913944609
920,78.0952570368
921,1111.89150205
922,496.375894795
923,82.7213717318
924,53.204847064
925,47.3224777461
926,619.55506033
927,101.716097355
928,75.5767481508
929,214.727802015
930,250.480696844
931,873.506549908
932,475.430000614
933,49.7151833197
934,48.1792031739
935,186.179614959
936,694.174422454
937,38.8956935925
938,33.5972432097
939,69.770882371
940,253.660921593
941,41.9165970459
942,871.04294988
943,921.427874768
944,56.886808794
945,36.3990337028
946,676.920213095
947,903.548705643
948,79.2412961956
949,279.224404662
950,295.631118003
951,356.285243709
952,1202.99801089
953,153.157848438
954,168.544421603
955,40.5682071953
956,82.8918863637
957,82.2638321581
958,46.1719487498
959,702.537583667
960,553.740002434
961,316.912373874
962,42.9793110598
963,513.43502346
964,40.4341043078
965,72.7864740581
966,541.370109459
967,70.3252776295
968,50.1881749508
969,36.3434342787
970,999.787406894
971,229.331145638
972,53.204847064
973,56.53653221
974,61.2609933931
975,568.4382764
976,189.061966041
977,42.2659130029
978,500.877639405
979,1021.06150269
980,44.7123806793
981,50.5561121152
982,72.1357142341
983,56.8314340789
984,428.29192723
985,48.0086206089
986,74.2245786597
987,69.2054746777
988,38.6451383595
989,57.0285361534
990,51.5962566097
991,875.503988768
992,46.7779513522
993,61.2609933931
994,59.479662154
995,53.5116145596
996,78.6217421346
997,87.8122015494
998,132.302746513
999,69.6246925983
1000,79.4495919663
1001,505.088088477
1002,51.5394921995
1003,46.9467685031
1004,348.449154562
1005,924.126843306
1006,601.133498464
1007,509.79504992
1008,53.148524391
1009,272.545972075
1010,41.7101903533
1011,35.6913175654
1012,66.4913944609
1013,339.094624879
1014,86.6787030147
1015,779.991254455
1016,67.5883505853
1017,852.666046305
1018,1029.37649535
1019,56.8799549501
1020,46.5640405977
1021,87.062231591
1022,271.065669953
1023,1029.53958308
1024,66.4436673119
1025,60.2164310036
1026,87.4028795548
1027,265.635595228
1028,70.0967820708
1029,56.53653221
1030,212.824170577
1031,64.5469399323
1032,922.97087572
1033,76.3311960688
1034,66.4913944609
1035,658.848423553
1036,230.731095302
1037,61.5517023172
1038,155.398318367
1039,42.2214184632
1040,46.6957862643
1041,512.424919115
1042,42.7441393423
1043,69.9791545224
1044,39.5102505609
1045,42.6221379415
1046,66.4913944609
1047,328.983449272
1048,459.03561516
1049,773.105415126
1050,261.11374373
1051,41.5085461279
1052,559.178888807
1053,217.004497384
1054,42.3059843328
1055,158.797521041
1056,51.6324904422
1057,239.90512937
1058,825.090295267
1059,77.5609786495
1060,347.779124549
1061,204.929344244
1062,54.3606942032
1063,203.9454532
1064,265.000557731
1065,876.346830828
1066,45.7786550587
1067,251.110376288
1068,394.18727066
1069,490.167043219
1070,192.233059029
1071,32.9156933503
1072,53.8526372038
1073,917.807112638
1074,38.9485732296
1075,432.146564906
1076,35.4158927245
1077,64.8505649043
1078,40.6586710941
1079,503.352914147
1080,458.520257745
1081,317.707742461
1082,34.9296586675
1083,160.665347128
1084,285.768303588
1085,66.4913944609
1086,67.6526473447
1087,348.124904257
1088,85.0562763796
1089,63.6076885904
1090,38.7845947626
1091,404.435144017
1092,626.331801024
1093,55.4206069497
1094,76.0954201969
1095,65.8528461861
1096,55.1979909801
1097,388.779626224
1098,42.2338773392
1099,556.465793591
1100,47.7105032584
1101,210.995101781
1102,52.1649274309
1103,79.4495919663
1104,1038.33007661
1105,295.193507892
1106,966.86569705
1107,457.223130576
1108,47.8480425889
1109,41.8369947787
1110,82.6748810006
1111,54.6232899988
1112,86.4954813767
1113,53.8526372038
1114,58.6677521612
1115,48.8821680991
1116,84.1846648465
1117,430.647385412
1118,57.7136210135
1119,54.8928588084
1120,54.4166390006
1121,49.9444308637
1122,909.568645589
1123,675.40284323
1124,1083.38031322
1125,476.920211931
1126,207.832877165
1127,40.3606440184
1128,556.465793591
1129,568.4382764
1130,392.055231683
1131,253.660921593
1132,53.1357187597
1133,56.53653221
1134,46.3226020143
1135,171.574232718
1136,68.7056837792
1137,360.293166061
1138,223.624350991
1139,76.5377246964
1140,835.013606478
1141,40.3997573388
1142,49.1412200672
1143,67.7303410961
1144,111.602871455
1145,290.042184422
1146,504.248407351
1147,49.9640044857
1148,40.1738802993
1149,827.157262343
1150,197.725728742
1151,56.53653221
1152,256.373358341
1153,55.5218100057
1154,45.8533079749
1155,56.53653221
1156,328.843916765
1157,276.632024184
1158,51.7788745026
1159,63.2407060076
1160,87.062231591
1161,358.88919675
1162,40.3606440184
1163,82.0343573258
1164,735.496723079
1165,74.7361888863
1166,38.7904343434
1167,393.237849283
1168,544.826828245
1169,302.389241409
1170,52.6524276165
1171,51.4149514285
1172,962.186636291
1173,366.39145738
1174,45.0821401943
1175,546.622933784
1176,52.034487869
1177,1029.37649535
1178,237.530550014
1179,140.214815532
1180,45.5128636945
1181,62.2298816694
1182,89.0339102289
1183,87.062231591
1184,404.706008937
1185,348.449154562
1186,280.430754971
1187,42.2921120075
1188,519.581211457
1189,51.5941700708
1190,112.674038121
1191,51.8937422692
1192,526.04851447
1193,56.53653221
1194,53.2767852279
1195,380.567672755
1196,33.7709846324
1197,315.793055671
1198,46.6444460348
1199,244.597608729
1200,56.4068294294
1201,615.120634323
1202,985.590518962
1203,243.843158911
1204,918.997721559
1205,592.962504197
1206,346.432648381
1207,49.2345456682
1208,41.9165970459
1209,971.332599314
1210,46.1040413649
1211,48.0448174711
1212,613.837734877
1213,36.3990337028
1214,82.879245925
1215,47.2079212907
1216,84.3542572958
1217,1070.51002783
1218,84.3542572958
1219,41.4977302223
1220,384.708788299
1221,34.9296586675
1222,56.53653221
1223,49.3175388551
1224,154.792135534
1225,342.590741915
1226,39.5190828849
1227,87.9886470218
1228,327.409566661
1229,88.7120188522
1230,748.699411746
1231,935.434380571
1232,47.1961394796
1233,48.1792031739
1234,406.11639648
1235,193.732975802
1236,54.3339880011
1237,84.3542572958
1238,848.713583997
1239,32.9712927743
1240,625.361155248
1241,244.597608729
1242,329.80533518
1243,319.018056705
1244,1212.1369547
1245,66.5278131043
1246,60.930328024
1247,40.6586710941
1248,447.103152803
1249,47.2079212907
1250,61.0294529524
1251,84.704416109
1252,384.708788299
1253,86.1891105913
1254,69.1859010556
1255,554.666212973
1256,80.5518944402
1257,689.672925521
1258,431.987944635
1259,327.710561131
1260,66.4913944609
1261,647.218764407
1262,209.242088367
1263,264.943018082
1264,314.529372047
1265,509.829668442
1266,537.364995914
1267,980.887671618
1268,42.0520143871
1269,60.1355396222
1270,51.6940383766
1271,57.5667601098
1272,72.9146167744
1273,52.1928763339
1274,56.53653221
1275,69.6477559664
1276,46.9601288178
1277,423.964563043
1278,43.9496993165
1279,66.4913944609
1280,52.268425258
1281,157.960541547
1282,457.460554546
1283,39.7539271486
1284,40.7907404669
1285,48.7543638621
1286,66.4913944609
1287,681.481570903
1288,47.4415585728
1289,355.248516118
1290,455.856798985
1291,366.066215586
1292,50.4857155264
1293,66.9615846121
1294,83.9848769474
1295,49.1857107569
1296,281.084519861
1297,447.825520125
1298,603.723437266
1299,210.681153348
1300,354.064512161
1301,60.8830379218
1302,238.068650713
1303,601.283202733
1304,87.457731551
1305,55.686754445
1306,395.925667406
1307,619.340021352
1308,84.3542572958
1309,84.2416578528
1310,33.7709846324
1311,55.9663944546
1312,1208.06789816
1313,47.3416046745
1314,47.2079212907
1315,32.3349789495
1316,57.3045490219
1317,41.1764835201
1318,644.695609591
1319,848.713583997
1320,67.9077898632
1321,64.8197290897
1322,84.3542572958
1323,368.540512111
1324,61.583912981
1325,81.2524897284
1326,505.088088477
1327,47.0005606841
1328,86.6787030147
1329,364.163226734
1330,732.552464044
1331,256.598528476
1332,36.1392830904
1333,63.6330238367
1334,603.214804771
1335,622.464436231
1336,76.7438250602
1337,38.88890101
1338,752.073460539
1339,269.486537201
1340,477.093854009
1341,412.079985471
1342,76.0815720632
1343,54.2388017872
1344,450.468640204
1345,141.680936866
1346,589.921536911
1347,83.4018915869
1348,55.9663944546
1349,61.3343564045
1350,61.5262282682
1351,322.379254899
1352,44.2149042742
1353,43.0722261416
1354,542.086776946
1355,577.364481005
1356,39.5320523719
1357,47.3061469016
1358,498.186330398
1359,54.6092728296
1360,244.346936794
1361,188.996885363
1362,1472.74168109
1363,450.468640204
1364,48.2798317033
1365,680.482867681
1366,40.8300550747
1367,495.02461997
1368,315.908894604
1369,94.7482807021
1370,405.677654681
1371,42.2738336704
1372,46.308931718
1373,52.1713229788
1374,52.3189820543
1375,43.7673018309
1376,839.076475747
1377,43.8876923047
1378,77.8850105289
1379,37.5907237889
1380,639.937053964
1381,42.6210527644
1382,533.403095705
1383,36.3990337028
1384,41.4096461467
1385,51.3697213724
1386,44.9865427907
1387,69.770882371
1388,93.057763207
1389,88.7120188522
1390,72.6123793459
1391,220.676942457
1392,67.7350307425
1393,52.7633484846
1394,160.665347128
1395,40.4341043078
1396,838.787996396
1397,66.1887640253
1398,462.178916538
1399,56.6543151557
1400,86.9903564375
1401,865.136665651
1402,47.3180813981
1403,254.944592088
1404,74.2245786597
1405,70.2776543128
1406,43.5422309716
1407,72.2942526538
1408,1058.80113404
1409,654.717780786
1410,438.413813358
1411,60.4733800779
1412,42.5193816262
1413,300.707470037
1414,41.7101903533
1415,34.9852580915
1416,86.771900491
1417,71.566621244
1418,46.789874361
1419,177.399679739
1420,584.469618
1421,368.570480906
1422,42.3059843328
1423,209.652357485
1424,111.602871455
1425,55.1979909801
1426,87.062231591
1427,596.063259439
1428,426.014524962
1429,46.6444460348
1430,38.6451383595
1431,71.3327766129
1432,390.48007974
1433,80.0725077595
1434,39.8917026228
1435,368.339777028
1436,240.484393109
1437,64.7314112818
1438,896.226414472
1439,35.7469169894
1440,56.53653221
1441,773.869499736
1442,167.078150383
1443,76.7182110823
1444,286.01491553
1445,177.968560073
1446,47.2243665337
1447,450.084838472
1448,89.0339102289
1449,348.449154562
1450,591.765048006
1451,63.3916636716
1452,476.183032881
1453,432.146564906
1454,86.9903564375
1455,932.666131548
1456,41.9221609874
1457,672.295180536
1458,273.924140948
1459,35.6913175654
1460,41.3904343633
1461,284.722352297
1462,78.1147305069
1463,866.988022811
1464,473.928862727
1465,501.852346266
1466,44.2201595077
1467,51.7100760185
1468,67.0860405628
1469,37.5907237889
1470,63.9104126078
1471,61.3343564045
1472,53.8883149718
1473,113.022415979
1474,324.021348551
1475,93.7250322982
1476,512.424919115
1477,43.3204116883
1478,76.9696592564
1479,470.941051024
1480,1190.95303345
1481,514.759461812
1482,57.9292528468
1483,355.414218697
1484,556.914567549
1485,92.4720687937
1486,1220.60620614
1487,218.802743196
1488,473.040420093
1489,636.004459002
1490,43.5422309716
1491,46.8388670692
1492,34.7279072949
1493,43.2876076015
1494,334.535326828
1495,67.9515712169
1496,52.8075169587
1497,43.9930294976
1498,61.583912981
1499,619.979726981
1500,171.246314204
1501,43.3862171458
1502,355.491789258
1503,220.676942457
1504,285.129758115
1505,53.5530098375
1506,450.960788622
1507,49.1639862864
1508,627.841324235
1509,67.8746980128
1510,1167.98597285
1511,58.3233650632
1512,66.4913944609
1513,154.550930655
1514,61.7131314087
1515,593.038546939
1516,615.739877329
1517,47.3180813981
1518,554.350911699
1519,613.189609945
1520,191.91780453
1521,51.6304220243
1522,450.468640204
1523,538.018338812
1524,38.3400195538
1525,145.809601117
1526,87.062231591
1527,41.1650448813
1528,77.7653953245
1529,44.8513815149
1530,518.8271164
1531,80.3178485307
1532,1101.23469608
1533,39.4366791323
1534,146.041893916
1535,374.676743783
1536,366.795263952
1537,262.337362335
1538,73.1299116828
1539,417.652261202
1540,80.3806373018
1541,478.382135688
1542,65.7749091764
1543,78.3050748927
1544,42.9595272175
1545,71.0371273663
1546,66.4913944609
1547,384.708788299
1548,84.1846648465
1549,82.879245925
1550,61.3498079432
1551,86.5915751977
1552,40.0791894131
1553,44.5715620291
1554,434.369413176
1555,77.9065399076
1556,938.872761905
1557,700.249196675
1558,56.886808794
1559,75.8711651107
1560,311.400718601
1561,301.19622321
1562,78.2395705494
1563,70.9135586922
1564,42.2564499561
1565,310.870952603
1566,60.4985043516
1567,113.022415979
1568,47.8867401413
1569,229.227255763
1570,38.7304589226
1571,42.3533667691
1572,335.415790363
1573,51.209723924
1574,44.984923127
1575,348.261290736
